install_id,test_id,test_name,variant,variant_label,install_date,channel,device_os,cpi_zar,ltv_zar,retention_d1,retention_d7,retention_d30,booked_in_app
AB3_009982,AB-003,App Install Creative,A,Generic CTA (Control),2026-06-08,Google UAC,ios,19.58,2933.19,0.359,0.3,0.185,False
AB3_009983,AB-003,App Install Creative,B,Price-anchor CTA (Variant),2026-06-08,Meta Ads,android,22.36,2362.71,0.455,0.359,0.24,False
AB3_009984,AB-003,App Install Creative,A,Generic CTA (Control),2026-02-28,Meta Ads,ios,23.54,1239.76,0.258,0.344,0.204,False
AB3_009985,AB-003,App Install Creative,B,Price-anchor CTA (Variant),2026-05-22,Meta Ads,ios,17.95,2399.75,0.602,0.317,0.241,False
AB3_009986,AB-003,App Install Creative,A,Generic CTA (Control),2026-02-01,Meta Ads,ios,21.52,2669.18,0.327,0.265,0.172,False
AB3_009987,AB-003,App Install Creative,B,Price-anchor CTA (Variant),2026-05-13,Meta Ads,android,21.59,2892.66,0.53,0.371,0.243,True
AB3_009988,AB-003,App Install Creative,A,Generic CTA (Control),2026-06-19,Google UAC,android,25.04,1151.21,0.362,0.229,0.22,False
AB3_009989,AB-003,App Install Creative,B,Price-anchor CTA (Variant),2026-02-20,Meta Ads,ios,15.88,913.97,0.458,0.413,0.189,True
AB3_009990,AB-003,App Install Creative,A,Generic CTA (Control),2026-03-17,TikTok Ads,android,24.85,820.5,0.441,0.243,0.153,False
AB3_009991,AB-003,App Install Creative,B,Price-anchor CTA (Variant),2026-02-07,Meta Ads,ios,24.34,2992.28,0.428,0.334,0.207,False
AB3_009992,AB-003,App Install Creative,A,Generic CTA (Control),2026-03-19,Google UAC,android,24.78,1195.66,0.315,0.205,0.153,False
AB3_009993,AB-003,App Install Creative,B,Price-anchor CTA (Variant),2026-02-01,TikTok Ads,android,16.72,2299.58,0.502,0.276,0.189,False
AB3_009994,AB-003,App Install Creative,A,Generic CTA (Control),2026-02-25,Google UAC,ios,20.97,1237.52,0.362,0.268,0.19,True
AB3_009995,AB-003,App Install Creative,B,Price-anchor CTA (Variant),2026-04-25,TikTok Ads,android,18.55,2565.29,0.588,0.336,0.256,False
AB3_009996,AB-003,App Install Creative,A,Generic CTA (Control),2026-01-23,Meta Ads,android,27.53,1621.67,0.363,0.269,0.212,False
AB3_009997,AB-003,App Install Creative,B,Price-anchor CTA (Variant),2026-04-29,TikTok Ads,ios,17.76,2454.12,0.439,0.331,0.243,False
AB3_009998,AB-003,App Install Creative,A,Generic CTA (Control),2026-05-29,Meta Ads,ios,14.45,2160.81,0.393,0.268,0.24,False
AB3_009999,AB-003,App Install Creative,B,Price-anchor CTA (Variant),2026-02-05,Google UAC,ios,17.82,1960.15,0.614,0.353,0.178,False
AB3_010000,AB-003,App Install Creative,A,Generic CTA (Control),2026-02-13,Meta Ads,ios,29.79,1231.23,0.454,0.189,0.177,False
AB3_010001,AB-003,App Install Creative,B,Price-anchor CTA (Variant),2026-06-11,Meta Ads,android,16.17,2021.36,0.482,0.25,0.251,False
AB3_010002,AB-003,App Install Creative,A,Generic CTA (Control),2026-04-02,Meta Ads,ios,25.91,1638.27,0.433,0.355,0.141,False
AB3_010003,AB-003,App Install Creative,B,Price-anchor CTA (Variant),2026-04-19,Google UAC,android,13.84,1776.76,0.47,0.252,0.21,False
AB3_010004,AB-003,App Install Creative,A,Generic CTA (Control),2026-04-26,Google UAC,ios,26.12,2482.72,0.4,0.283,0.232,False
AB3_010005,AB-003,App Install Creative,B,Price-anchor CTA (Variant),2026-02-17,Meta Ads,android,20.61,634.04,0.446,0.308,0.262,False
AB3_010006,AB-003,App Install Creative,A,Generic CTA (Control),2026-03-15,Google UAC,android,30.13,1361.13,0.318,0.36,0.196,False
AB3_010007,AB-003,App Install Creative,B,Price-anchor CTA (Variant),2026-05-04,Meta Ads,ios,19.31,2093.86,0.456,0.372,0.276,False
AB3_010008,AB-003,App Install Creative,A,Generic CTA (Control),2026-03-25,Meta Ads,ios,30.95,958.59,0.415,0.274,0.117,False
AB3_010009,AB-003,App Install Creative,B,Price-anchor CTA (Variant),2026-04-27,TikTok Ads,android,20.91,2839.45,0.499,0.316,0.278,False
AB3_010010,AB-003,App Install Creative,A,Generic CTA (Control),2026-02-18,Meta Ads,android,30.43,1773.79,0.425,0.192,0.221,True
AB3_010011,AB-003,App Install Creative,B,Price-anchor CTA (Variant),2026-03-03,Meta Ads,android,17.25,2476.71,0.408,0.228,0.284,True
AB3_010012,AB-003,App Install Creative,A,Generic CTA (Control),2026-03-01,Google UAC,ios,32.09,1833.33,0.425,0.225,0.206,False
AB3_010013,AB-003,App Install Creative,B,Price-anchor CTA (Variant),2026-06-07,Google UAC,android,22.25,2726.53,0.451,0.365,0.268,False
AB3_010014,AB-003,App Install Creative,A,Generic CTA (Control),2026-01-10,Meta Ads,android,24.56,1441.37,0.533,0.306,0.162,False
AB3_010015,AB-003,App Install Creative,B,Price-anchor CTA (Variant),2026-05-13,Meta Ads,android,18.64,2348.08,0.483,0.316,0.203,False
AB3_010016,AB-003,App Install Creative,A,Generic CTA (Control),2026-02-20,Google UAC,android,28.03,1498.16,0.338,0.292,0.216,False
AB3_010017,AB-003,App Install Creative,B,Price-anchor CTA (Variant),2026-01-13,Google UAC,android,17.93,2151.81,0.516,0.37,0.22,False
AB3_010018,AB-003,App Install Creative,A,Generic CTA (Control),2026-03-26,TikTok Ads,ios,23.34,2072.85,0.461,0.268,0.186,False
AB3_010019,AB-003,App Install Creative,B,Price-anchor CTA (Variant),2026-04-25,Meta Ads,android,20.2,2678.0,0.504,0.432,0.285,False
AB3_010020,AB-003,App Install Creative,A,Generic CTA (Control),2026-03-22,Google UAC,android,24.03,1807.16,0.495,0.247,0.175,False
AB3_010021,AB-003,App Install Creative,B,Price-anchor CTA (Variant),2026-02-04,Meta Ads,ios,14.73,2214.94,0.484,0.336,0.212,False
AB3_010022,AB-003,App Install Creative,A,Generic CTA (Control),2026-05-05,Meta Ads,ios,13.59,1954.88,0.383,0.324,0.075,False
AB3_010023,AB-003,App Install Creative,B,Price-anchor CTA (Variant),2026-06-07,TikTok Ads,android,14.96,2003.64,0.568,0.275,0.228,False
AB3_010024,AB-003,App Install Creative,A,Generic CTA (Control),2026-01-30,Meta Ads,android,29.12,972.29,0.372,0.318,0.199,False
AB3_010025,AB-003,App Install Creative,B,Price-anchor CTA (Variant),2026-01-16,Meta Ads,ios,25.96,2929.63,0.46,0.3,0.267,False
AB3_010026,AB-003,App Install Creative,A,Generic CTA (Control),2026-01-16,Google UAC,android,19.07,2253.4,0.458,0.296,0.132,False
AB3_010027,AB-003,App Install Creative,B,Price-anchor CTA (Variant),2026-04-20,TikTok Ads,android,21.85,3278.86,0.391,0.311,0.263,False
AB3_010028,AB-003,App Install Creative,A,Generic CTA (Control),2026-01-18,TikTok Ads,ios,21.88,1610.14,0.391,0.345,0.143,False
AB3_010029,AB-003,App Install Creative,B,Price-anchor CTA (Variant),2026-04-22,Google UAC,ios,23.39,3085.81,0.465,0.387,0.24,False
AB3_010030,AB-003,App Install Creative,A,Generic CTA (Control),2026-04-07,Meta Ads,android,24.42,1694.5,0.401,0.333,0.12,False
AB3_010031,AB-003,App Install Creative,B,Price-anchor CTA (Variant),2026-03-15,TikTok Ads,android,12.98,2195.7,0.509,0.266,0.178,False
AB3_010032,AB-003,App Install Creative,A,Generic CTA (Control),2026-03-09,TikTok Ads,android,23.7,1329.93,0.465,0.233,0.25,False
AB3_010033,AB-003,App Install Creative,B,Price-anchor CTA (Variant),2026-04-14,TikTok Ads,android,16.1,2707.63,0.488,0.393,0.264,False
AB3_010034,AB-003,App Install Creative,A,Generic CTA (Control),2026-02-20,TikTok Ads,ios,21.43,1182.48,0.351,0.275,0.269,False
AB3_010035,AB-003,App Install Creative,B,Price-anchor CTA (Variant),2026-06-02,Meta Ads,android,19.56,2696.6,0.495,0.324,0.154,True
AB3_010036,AB-003,App Install Creative,A,Generic CTA (Control),2026-04-13,TikTok Ads,android,24.56,1803.28,0.399,0.262,0.188,True
AB3_010037,AB-003,App Install Creative,B,Price-anchor CTA (Variant),2026-04-24,TikTok Ads,ios,21.27,2764.82,0.481,0.313,0.222,False
AB3_010038,AB-003,App Install Creative,A,Generic CTA (Control),2026-02-09,TikTok Ads,android,28.9,1480.36,0.461,0.226,0.156,False
AB3_010039,AB-003,App Install Creative,B,Price-anchor CTA (Variant),2026-02-19,Meta Ads,ios,16.92,2629.21,0.517,0.377,0.241,False
AB3_010040,AB-003,App Install Creative,A,Generic CTA (Control),2026-01-04,Meta Ads,android,22.74,2213.84,0.399,0.346,0.171,False
AB3_010041,AB-003,App Install Creative,B,Price-anchor CTA (Variant),2026-01-21,TikTok Ads,android,19.24,2248.99,0.54,0.273,0.269,False
AB3_010042,AB-003,App Install Creative,A,Generic CTA (Control),2026-05-14,Google UAC,android,20.22,2897.6,0.363,0.341,0.171,False
AB3_010043,AB-003,App Install Creative,B,Price-anchor CTA (Variant),2026-01-08,Google UAC,android,12.38,2652.98,0.543,0.421,0.185,False
AB3_010044,AB-003,App Install Creative,A,Generic CTA (Control),2026-01-21,Google UAC,android,18.66,1676.86,0.351,0.257,0.186,False
AB3_010045,AB-003,App Install Creative,B,Price-anchor CTA (Variant),2026-04-17,TikTok Ads,ios,9.71,2259.95,0.534,0.382,0.202,False
AB3_010046,AB-003,App Install Creative,A,Generic CTA (Control),2026-04-29,Google UAC,android,21.78,1835.38,0.38,0.29,0.122,False
AB3_010047,AB-003,App Install Creative,B,Price-anchor CTA (Variant),2026-04-19,Meta Ads,android,19.74,1774.06,0.468,0.303,0.303,False
AB3_010048,AB-003,App Install Creative,A,Generic CTA (Control),2026-01-28,Google UAC,android,27.91,2227.79,0.484,0.248,0.186,False
AB3_010049,AB-003,App Install Creative,B,Price-anchor CTA (Variant),2026-04-26,Meta Ads,android,16.7,1639.91,0.493,0.33,0.187,True
AB3_010050,AB-003,App Install Creative,A,Generic CTA (Control),2026-02-01,TikTok Ads,ios,18.3,3286.26,0.505,0.315,0.09,False
AB3_010051,AB-003,App Install Creative,B,Price-anchor CTA (Variant),2026-03-04,Meta Ads,android,19.34,2193.78,0.487,0.323,0.146,False
AB3_010052,AB-003,App Install Creative,A,Generic CTA (Control),2026-01-31,Meta Ads,android,27.33,1557.62,0.386,0.384,0.194,False
AB3_010053,AB-003,App Install Creative,B,Price-anchor CTA (Variant),2026-05-02,Meta Ads,android,17.83,2448.51,0.513,0.332,0.193,False
AB3_010054,AB-003,App Install Creative,A,Generic CTA (Control),2026-03-22,Meta Ads,android,19.93,1586.61,0.474,0.346,0.218,False
AB3_010055,AB-003,App Install Creative,B,Price-anchor CTA (Variant),2026-01-15,TikTok Ads,ios,18.03,1857.77,0.517,0.279,0.252,False
AB3_010056,AB-003,App Install Creative,A,Generic CTA (Control),2026-04-30,TikTok Ads,android,30.02,2001.95,0.465,0.19,0.154,False
AB3_010057,AB-003,App Install Creative,B,Price-anchor CTA (Variant),2026-04-27,TikTok Ads,android,19.76,3064.75,0.481,0.411,0.209,False
AB3_010058,AB-003,App Install Creative,A,Generic CTA (Control),2026-04-14,Google UAC,ios,21.21,1887.98,0.402,0.32,0.175,False
AB3_010059,AB-003,App Install Creative,B,Price-anchor CTA (Variant),2026-02-28,Meta Ads,android,17.55,2234.98,0.49,0.367,0.277,False
AB3_010060,AB-003,App Install Creative,A,Generic CTA (Control),2026-04-25,Google UAC,ios,24.06,707.34,0.559,0.37,0.11,False
AB3_010061,AB-003,App Install Creative,B,Price-anchor CTA (Variant),2026-03-01,Meta Ads,android,16.09,2120.06,0.504,0.306,0.215,True
AB3_010062,AB-003,App Install Creative,A,Generic CTA (Control),2026-03-01,Google UAC,android,27.65,2276.2,0.405,0.266,0.221,False
AB3_010063,AB-003,App Install Creative,B,Price-anchor CTA (Variant),2026-06-22,Google UAC,android,24.69,2557.49,0.492,0.313,0.317,False
AB3_010064,AB-003,App Install Creative,A,Generic CTA (Control),2026-05-04,Meta Ads,android,31.28,1520.68,0.384,0.296,0.168,False
AB3_010065,AB-003,App Install Creative,B,Price-anchor CTA (Variant),2026-04-24,Google UAC,android,17.63,2913.52,0.498,0.359,0.246,False
AB3_010066,AB-003,App Install Creative,A,Generic CTA (Control),2026-06-13,Google UAC,ios,13.19,1960.3,0.38,0.195,0.148,False
AB3_010067,AB-003,App Install Creative,B,Price-anchor CTA (Variant),2026-01-04,TikTok Ads,android,22.22,1832.59,0.596,0.306,0.189,False
AB3_010068,AB-003,App Install Creative,A,Generic CTA (Control),2026-05-04,TikTok Ads,android,37.4,1541.54,0.387,0.301,0.129,False
AB3_010069,AB-003,App Install Creative,B,Price-anchor CTA (Variant),2026-06-14,TikTok Ads,android,17.31,1123.07,0.427,0.258,0.341,False
AB3_010070,AB-003,App Install Creative,A,Generic CTA (Control),2026-03-18,Meta Ads,ios,24.56,2743.36,0.492,0.318,0.192,False
AB3_010071,AB-003,App Install Creative,B,Price-anchor CTA (Variant),2026-01-02,Meta Ads,android,16.01,1695.03,0.477,0.309,0.224,False
AB3_010072,AB-003,App Install Creative,A,Generic CTA (Control),2026-01-07,Google UAC,android,27.57,1809.72,0.428,0.322,0.2,False
AB3_010073,AB-003,App Install Creative,B,Price-anchor CTA (Variant),2026-02-14,Meta Ads,ios,22.26,2829.31,0.501,0.324,0.233,False
AB3_010074,AB-003,App Install Creative,A,Generic CTA (Control),2026-05-22,TikTok Ads,android,26.53,2175.79,0.427,0.207,0.207,False
AB3_010075,AB-003,App Install Creative,B,Price-anchor CTA (Variant),2026-02-26,Google UAC,ios,15.19,2502.84,0.541,0.372,0.187,False
AB3_010076,AB-003,App Install Creative,A,Generic CTA (Control),2026-04-01,Meta Ads,android,28.69,1444.38,0.476,0.225,0.125,False
AB3_010077,AB-003,App Install Creative,B,Price-anchor CTA (Variant),2026-05-10,Meta Ads,ios,19.19,2318.14,0.42,0.321,0.209,False
AB3_010078,AB-003,App Install Creative,A,Generic CTA (Control),2026-03-25,TikTok Ads,android,17.9,1218.4,0.503,0.311,0.122,False
AB3_010079,AB-003,App Install Creative,B,Price-anchor CTA (Variant),2026-05-26,Meta Ads,android,23.36,1385.0,0.444,0.438,0.265,False
AB3_010080,AB-003,App Install Creative,A,Generic CTA (Control),2026-05-24,Meta Ads,android,27.1,1972.55,0.428,0.282,0.136,False
AB3_010081,AB-003,App Install Creative,B,Price-anchor CTA (Variant),2026-05-21,TikTok Ads,ios,13.43,2413.03,0.428,0.347,0.225,False
AB3_010082,AB-003,App Install Creative,A,Generic CTA (Control),2026-06-27,Google UAC,android,30.35,1130.66,0.368,0.315,0.205,False
AB3_010083,AB-003,App Install Creative,B,Price-anchor CTA (Variant),2026-04-24,Meta Ads,android,22.18,3045.16,0.423,0.421,0.226,False
AB3_010084,AB-003,App Install Creative,A,Generic CTA (Control),2026-04-01,Meta Ads,android,27.3,1219.43,0.448,0.298,0.156,False
AB3_010085,AB-003,App Install Creative,B,Price-anchor CTA (Variant),2026-04-22,Google UAC,android,23.37,1658.29,0.485,0.332,0.277,False
AB3_010086,AB-003,App Install Creative,A,Generic CTA (Control),2026-06-18,Meta Ads,android,25.44,2826.5,0.367,0.26,0.254,False
AB3_010087,AB-003,App Install Creative,B,Price-anchor CTA (Variant),2026-06-12,Meta Ads,android,15.68,1838.86,0.504,0.318,0.239,False
AB3_010088,AB-003,App Install Creative,A,Generic CTA (Control),2026-03-01,Google UAC,ios,24.61,1543.39,0.35,0.41,0.213,False
AB3_010089,AB-003,App Install Creative,B,Price-anchor CTA (Variant),2026-01-10,Google UAC,android,16.31,3057.62,0.535,0.34,0.229,False
AB3_010090,AB-003,App Install Creative,A,Generic CTA (Control),2026-04-17,Meta Ads,ios,17.86,2628.25,0.302,0.23,0.252,False
AB3_010091,AB-003,App Install Creative,B,Price-anchor CTA (Variant),2026-04-25,TikTok Ads,android,18.77,2003.51,0.487,0.318,0.145,False
AB3_010092,AB-003,App Install Creative,A,Generic CTA (Control),2026-02-27,TikTok Ads,ios,29.26,1479.78,0.44,0.276,0.154,False
AB3_010093,AB-003,App Install Creative,B,Price-anchor CTA (Variant),2026-02-12,Meta Ads,android,23.89,1187.05,0.533,0.285,0.258,False
AB3_010094,AB-003,App Install Creative,A,Generic CTA (Control),2026-01-25,Meta Ads,ios,26.9,2126.49,0.464,0.351,0.168,False
AB3_010095,AB-003,App Install Creative,B,Price-anchor CTA (Variant),2026-02-15,TikTok Ads,android,17.79,2665.51,0.463,0.424,0.255,False
AB3_010096,AB-003,App Install Creative,A,Generic CTA (Control),2026-05-01,Google UAC,android,29.54,2639.99,0.447,0.23,0.166,True
AB3_010097,AB-003,App Install Creative,B,Price-anchor CTA (Variant),2026-05-13,Meta Ads,ios,21.75,1360.87,0.517,0.351,0.157,False
AB3_010098,AB-003,App Install Creative,A,Generic CTA (Control),2026-02-28,Google UAC,android,21.87,1485.6,0.383,0.332,0.207,False
AB3_010099,AB-003,App Install Creative,B,Price-anchor CTA (Variant),2026-02-23,TikTok Ads,android,18.69,3534.72,0.463,0.36,0.281,False
AB3_010100,AB-003,App Install Creative,A,Generic CTA (Control),2026-02-09,TikTok Ads,android,25.13,3598.35,0.464,0.218,0.171,False
AB3_010101,AB-003,App Install Creative,B,Price-anchor CTA (Variant),2026-04-20,Meta Ads,android,11.31,2714.25,0.516,0.426,0.185,False
AB3_010102,AB-003,App Install Creative,A,Generic CTA (Control),2026-01-05,Meta Ads,android,30.36,909.68,0.376,0.354,0.153,False
AB3_010103,AB-003,App Install Creative,B,Price-anchor CTA (Variant),2026-03-23,Meta Ads,android,20.19,1369.48,0.487,0.283,0.238,False
AB3_010104,AB-003,App Install Creative,A,Generic CTA (Control),2026-05-28,Meta Ads,android,28.85,1754.08,0.393,0.246,0.155,False
AB3_010105,AB-003,App Install Creative,B,Price-anchor CTA (Variant),2026-04-16,Meta Ads,android,21.1,506.44,0.492,0.328,0.221,False
AB3_010106,AB-003,App Install Creative,A,Generic CTA (Control),2026-01-03,Google UAC,android,22.78,2299.58,0.286,0.331,0.238,False
AB3_010107,AB-003,App Install Creative,B,Price-anchor CTA (Variant),2026-04-12,Meta Ads,android,14.94,1448.53,0.58,0.347,0.172,False
AB3_010108,AB-003,App Install Creative,A,Generic CTA (Control),2026-03-15,TikTok Ads,android,23.92,1406.98,0.373,0.255,0.167,False
AB3_010109,AB-003,App Install Creative,B,Price-anchor CTA (Variant),2026-01-18,Meta Ads,ios,19.34,1693.35,0.504,0.347,0.243,False
AB3_010110,AB-003,App Install Creative,A,Generic CTA (Control),2026-03-30,Google UAC,android,22.58,2098.11,0.377,0.265,0.143,False
AB3_010111,AB-003,App Install Creative,B,Price-anchor CTA (Variant),2026-04-18,Google UAC,android,11.46,3387.49,0.585,0.316,0.199,False
AB3_010112,AB-003,App Install Creative,A,Generic CTA (Control),2026-04-19,Meta Ads,android,19.84,2270.66,0.43,0.288,0.224,False
AB3_010113,AB-003,App Install Creative,B,Price-anchor CTA (Variant),2026-06-01,Meta Ads,ios,15.68,1523.06,0.574,0.414,0.257,False
AB3_010114,AB-003,App Install Creative,A,Generic CTA (Control),2026-02-07,Google UAC,ios,18.33,1945.7,0.489,0.303,0.157,False
AB3_010115,AB-003,App Install Creative,B,Price-anchor CTA (Variant),2026-01-17,Meta Ads,ios,17.3,2059.14,0.539,0.359,0.204,False
AB3_010116,AB-003,App Install Creative,A,Generic CTA (Control),2026-03-08,Google UAC,ios,22.88,2746.45,0.466,0.227,0.13,False
AB3_010117,AB-003,App Install Creative,B,Price-anchor CTA (Variant),2026-05-29,Google UAC,ios,17.39,1412.96,0.471,0.361,0.218,False
AB3_010118,AB-003,App Install Creative,A,Generic CTA (Control),2026-06-27,Meta Ads,android,19.85,1795.19,0.363,0.206,0.176,False
AB3_010119,AB-003,App Install Creative,B,Price-anchor CTA (Variant),2026-06-05,Meta Ads,android,19.54,2865.09,0.585,0.303,0.181,False
AB3_010120,AB-003,App Install Creative,A,Generic CTA (Control),2026-05-07,Meta Ads,ios,29.19,2768.14,0.434,0.325,0.192,False
AB3_010121,AB-003,App Install Creative,B,Price-anchor CTA (Variant),2026-05-03,Google UAC,android,16.89,2187.64,0.46,0.228,0.162,False
AB3_010122,AB-003,App Install Creative,A,Generic CTA (Control),2026-03-23,Meta Ads,android,35.67,1938.69,0.292,0.252,0.21,False
AB3_010123,AB-003,App Install Creative,B,Price-anchor CTA (Variant),2026-06-11,Google UAC,ios,19.75,2778.52,0.467,0.396,0.229,False
AB3_010124,AB-003,App Install Creative,A,Generic CTA (Control),2026-04-04,Google UAC,ios,22.74,1509.15,0.531,0.319,0.1,False
AB3_010125,AB-003,App Install Creative,B,Price-anchor CTA (Variant),2026-04-05,Google UAC,android,23.2,2499.46,0.45,0.294,0.235,False
AB3_010126,AB-003,App Install Creative,A,Generic CTA (Control),2026-04-26,Meta Ads,android,23.17,1902.73,0.318,0.296,0.177,False
AB3_010127,AB-003,App Install Creative,B,Price-anchor CTA (Variant),2026-01-26,Meta Ads,android,17.17,2629.12,0.533,0.317,0.238,False
AB3_010128,AB-003,App Install Creative,A,Generic CTA (Control),2026-06-21,Google UAC,android,25.58,1062.52,0.314,0.357,0.179,False
AB3_010129,AB-003,App Install Creative,B,Price-anchor CTA (Variant),2026-06-03,TikTok Ads,ios,12.42,2673.92,0.473,0.376,0.237,False
AB3_010130,AB-003,App Install Creative,A,Generic CTA (Control),2026-01-17,Google UAC,android,18.74,1765.06,0.408,0.335,0.241,False
AB3_010131,AB-003,App Install Creative,B,Price-anchor CTA (Variant),2026-04-14,Meta Ads,ios,11.49,1469.36,0.51,0.336,0.206,False
AB3_010132,AB-003,App Install Creative,A,Generic CTA (Control),2026-04-23,Meta Ads,ios,22.22,2593.91,0.54,0.285,0.137,False
AB3_010133,AB-003,App Install Creative,B,Price-anchor CTA (Variant),2026-05-01,Meta Ads,android,21.21,2277.32,0.583,0.355,0.202,False
AB3_010134,AB-003,App Install Creative,A,Generic CTA (Control),2026-02-23,Google UAC,ios,25.95,2241.44,0.282,0.262,0.186,False
AB3_010135,AB-003,App Install Creative,B,Price-anchor CTA (Variant),2026-03-11,Meta Ads,ios,18.31,2909.4,0.452,0.343,0.258,False
